Title,Authors,Year,Source title,Cited by,Link,Document Type,Reg_or_Class,author_outcome,Type_of_NN,SJR_best_quartile,SJR_4_areas,sample_size,num_predictors,num_hidden_layers,hidden_layer_1,hidden_layer_2,hidden_layer_3,hidden_layer_4,hidden_layer_5,NN_complexity,RMSE_NN,RMSE_GAM,R2_NN,R2_GAM,AUC_NN,AUC_GAM
Spatial and temporal distribution of portunus trituberculatus in the northern east China sea based on different modelling approaches,Li X.; Wang J.; Liu Y.; Wang Y.,2021,Indian Journal of Animal Research,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120332853&doi=10.18805%2fIJAR.B-1365&partnerID=40&md5=2caa4e845f012c4719af72ddbc76af7e,Article,Reg,GAM,MLP,Q3,Multidisciplinary & Other,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.3,NA,NA
Machine learning modeling of water footprint in crop production distinguishing water supply and irrigation method scenarios,Li Z.; Wang W.; Ji X.; Wu P.; Zhuo L.,2023,Journal of Hydrology,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171789999&doi=10.1016%2fj.jhydrol.2023.130171&partnerID=40&md5=d0213c766d2aeb0f0eed048104fb2213,Article,Reg,GAM,MLP,Q1,Environmental & Agricultural Sciences,10000,15,NA,NA,NA,NA,NA,NA,NA,210.9,138.88,0.2,0.65,NA,NA
Model selection between traditional and popular methods for standardizing catch rates of target species: A case study of Japanese Spanish mackerel in the gillnet fishery,Li Z.; Ye Z.; Wan R.; Zhang C.,2015,Fisheries Research,42,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907855875&doi=10.1016%2fj.fishres.2014.08.021&partnerID=40&md5=b421545931e19b5bb99eb3044e6e6927,Article,Reg,NN,MLP,Q1,Environmental & Agricultural Sciences,2426,9,1,10,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
Uncertainty in various habitat suitability models and its impact on habitat suitability estimates for fish,Lin Y.-P.; Lin W.-C.; Wu W.-Y.,2015,Water (Switzerland),21,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940375291&doi=10.3390%2fw7084088&partnerID=40&md5=6b7d7cfd319c4d35dc5f2f2e8a199a5a,Article,Reg,unclear,MLP,Q1,Environmental & Agricultural Sciences,NA,2,NA,NA,NA,NA,NA,NA,NA,1.517,1.518,NA,NA,NA,NA
An Ensemble of Classifiers Based on Positive and Unlabeled Data in One-Class Remote Sensing Classification,Liu R.; Li W.; Liu X.; Lu X.; Li T.; Guo Q.,2018,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,20,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041683255&doi=10.1109%2fJSTARS.2017.2789213&partnerID=40&md5=39c4e30432c859034ed4ea0d22f915cf,Article,Class,NN,MLP,Q1,Environmental & Agricultural Sciences,1000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
An Ensemble of Classifiers Based on Positive and Unlabeled Data in One-Class Remote Sensing Classification,Liu R.; Li W.; Liu X.; Lu X.; Li T.; Guo Q.,2018,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,20,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041683255&doi=10.1109%2fJSTARS.2017.2789213&partnerID=40&md5=39c4e30432c859034ed4ea0d22f915cf,Article,Class,NN,MLP,Q1,Environmental & Agricultural Sciences,1000,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
An Ensemble of Classifiers Based on Positive and Unlabeled Data in One-Class Remote Sensing Classification,Liu R.; Li W.; Liu X.; Lu X.; Li T.; Guo Q.,2018,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,20,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041683255&doi=10.1109%2fJSTARS.2017.2789213&partnerID=40&md5=39c4e30432c859034ed4ea0d22f915cf,Article,Class,NN,MLP,Q1,Environmental & Agricultural Sciences,1000,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
An Ensemble of Classifiers Based on Positive and Unlabeled Data in One-Class Remote Sensing Classification,Liu R.; Li W.; Liu X.; Lu X.; Li T.; Guo Q.,2018,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,20,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041683255&doi=10.1109%2fJSTARS.2017.2789213&partnerID=40&md5=39c4e30432c859034ed4ea0d22f915cf,Article,Class,NN,MLP,Q1,Environmental & Agricultural Sciences,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prediction of lateral spread displacement: Data-driven approaches,Liu Z.; Tesfamariam S.,2012,Bulletin of Earthquake Engineering,27,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868106458&doi=10.1007%2fs10518-012-9366-7&partnerID=40&md5=5ba63995f9810688b9b191b2d28beae2,Article,Reg,NN,MLP,Q1,Multidisciplinary & Other,484,7,NA,NA,NA,NA,NA,NA,NA,1.076,1.181,0.6254,0.5487,NA,NA
Prediction of lateral spread displacement: Data-driven approaches,Liu Z.; Tesfamariam S.,2012,Bulletin of Earthquake Engineering,27,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868106458&doi=10.1007%2fs10518-012-9366-7&partnerID=40&md5=5ba63995f9810688b9b191b2d28beae2,Article,Reg,unclear,MLP,Q1,Multidisciplinary & Other,484,7,NA,NA,NA,NA,NA,NA,NA,1.3132,1.3145,0.442,0.441,NA,NA
Predicting potential distributions of invasive species: The exotic Barbary ground squirrel in the Canarian archipelago and the west Mediterranean region,López-Darias M.; Lobo J.M.; Gouat P.,2008,Biological Invasions,25,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67149132053&doi=10.1007%2fs10530-007-9181-2&partnerID=40&md5=0f9bdd0235a8f3a155953fcfac74fc3d,Article,Class,NN,MLP,Q1,Environmental & Agricultural Sciences,6666,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.964,0.936
Predicting potential distributions of invasive species: The exotic Barbary ground squirrel in the Canarian archipelago and the west Mediterranean region,López-Darias M.; Lobo J.M.; Gouat P.,2008,Biological Invasions,25,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67149132053&doi=10.1007%2fs10530-007-9181-2&partnerID=40&md5=0f9bdd0235a8f3a155953fcfac74fc3d,Article,Class,unclear,MLP,Q1,Environmental & Agricultural Sciences,177,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.614,0.985
"Modelling the spatial distribution of three Portunidae crabs in Haizhou Bay, China",Luan J.; Zhang C.; Xu B.; Xue Y.; Ren Y.,2018,PLoS ONE,24,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056622153&doi=10.1371%2fjournal.pone.0207457&partnerID=40&md5=422641cd70f7ef23682e0b0ecf419ddd,Article,Reg,unclear,MLP,Q1,Multidisciplinary & Other,100,5,1,5,NA,NA,NA,NA,6,NA,NA,0.23,0.22,NA,NA
"Modelling the spatial distribution of three Portunidae crabs in Haizhou Bay, China",Luan J.; Zhang C.; Xu B.; Xue Y.; Ren Y.,2018,PLoS ONE,24,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056622153&doi=10.1371%2fjournal.pone.0207457&partnerID=40&md5=422641cd70f7ef23682e0b0ecf419ddd,Article,Reg,unclear,MLP,Q1,Multidisciplinary & Other,100,5,1,5,NA,NA,NA,NA,6,NA,NA,0.18,0.09,NA,NA
"Modelling the spatial distribution of three Portunidae crabs in Haizhou Bay, China",Luan J.; Zhang C.; Xu B.; Xue Y.; Ren Y.,2018,PLoS ONE,24,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056622153&doi=10.1371%2fjournal.pone.0207457&partnerID=40&md5=422641cd70f7ef23682e0b0ecf419ddd,Article,Reg,unclear,MLP,Q1,Multidisciplinary & Other,100,5,1,5,NA,NA,NA,NA,6,NA,NA,0.47,0.18,NA,NA
"Modelling the spatial distribution of three Portunidae crabs in Haizhou Bay, China",Luan J.; Zhang C.; Xu B.; Xue Y.; Ren Y.,2018,PLoS ONE,24,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056622153&doi=10.1371%2fjournal.pone.0207457&partnerID=40&md5=422641cd70f7ef23682e0b0ecf419ddd,Article,Reg,unclear,MLP,Q1,Multidisciplinary & Other,100,5,1,5,NA,NA,NA,NA,6,NA,NA,0.31,0.18,NA,NA
"Modelling the spatial distribution of three Portunidae crabs in Haizhou Bay, China",Luan J.; Zhang C.; Xu B.; Xue Y.; Ren Y.,2018,PLoS ONE,24,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056622153&doi=10.1371%2fjournal.pone.0207457&partnerID=40&md5=422641cd70f7ef23682e0b0ecf419ddd,Article,Reg,unclear,MLP,Q1,Multidisciplinary & Other,100,5,1,5,NA,NA,NA,NA,6,NA,NA,0.35,0.4,NA,NA
Evaluation of current statistical approaches for predictive geomorphological mapping,Luoto M.; Hjort J.,2005,Geomorphology,99,https://www.scopus.com/inward/record.uri?eid=2-s2.0-17444380775&doi=10.1016%2fj.geomorph.2004.10.006&partnerID=40&md5=6455b2ae5a899eef4728e97792c38491,Article,Class,GAM,MLP,Q1,Environmental & Agricultural Sciences,9997,8,1,7,NA,NA,NA,NA,8,NA,NA,NA,NA,0.865,0.873
Evaluation of current statistical approaches for predictive geomorphological mapping,Luoto M.; Hjort J.,2005,Geomorphology,99,https://www.scopus.com/inward/record.uri?eid=2-s2.0-17444380775&doi=10.1016%2fj.geomorph.2004.10.006&partnerID=40&md5=6455b2ae5a899eef4728e97792c38491,Article,Class,unclear,MLP,Q1,Environmental & Agricultural Sciences,9997,8,1,7,NA,NA,NA,NA,8,NA,NA,NA,NA,0.861,0.858
Predicting soil properties in 3D: Should depth be a covariate?,Ma Y.; Minasny B.; McBratney A.; Poggio L.; Fajardo M.,2021,Geoderma,54,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095454125&doi=10.1016%2fj.geoderma.2020.114794&partnerID=40&md5=9e235b31d786f7715d4e2199ecf9c413,Article,Reg,unclear,MLP,Q1,Environmental & Agricultural Sciences,341,20,1,3,NA,NA,NA,NA,4,0.5,0.51,0.46,0.45,NA,NA
Predicting soil properties in 3D: Should depth be a covariate?,Ma Y.; Minasny B.; McBratney A.; Poggio L.; Fajardo M.,2021,Geoderma,54,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095454125&doi=10.1016%2fj.geoderma.2020.114794&partnerID=40&md5=9e235b31d786f7715d4e2199ecf9c413,Article,Reg,unclear,MLP,Q1,Environmental & Agricultural Sciences,341,20,1,3,NA,NA,NA,NA,4,0.79,0.8,0.53,0.51,NA,NA
Predicting soil properties in 3D: Should depth be a covariate?,Ma Y.; Minasny B.; McBratney A.; Poggio L.; Fajardo M.,2021,Geoderma,54,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095454125&doi=10.1016%2fj.geoderma.2020.114794&partnerID=40&md5=9e235b31d786f7715d4e2199ecf9c413,Article,Reg,unclear,MLP,Q1,Environmental & Agricultural Sciences,341,20,1,3,NA,NA,NA,NA,4,11.9,12.75,0.47,0.39,NA,NA
Predicting soil properties in 3D: Should depth be a covariate?,Ma Y.; Minasny B.; McBratney A.; Poggio L.; Fajardo M.,2021,Geoderma,54,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095454125&doi=10.1016%2fj.geoderma.2020.114794&partnerID=40&md5=9e235b31d786f7715d4e2199ecf9c413,Article,Reg,unclear,MLP,Q1,Environmental & Agricultural Sciences,341,20,1,3,NA,NA,NA,NA,4,127.68,140.25,0.42,0.3,NA,NA
"Ensemble averaging based assessment of spatiotemporal variations in ambient PM2.5 concentrations over Delhi, India, during 2010–2016",Mandal S.; Madhipatla K.K.; Guttikunda S.; Kloog I.; Prabhakaran D.; Schwartz J.D.,2020,Atmospheric Environment,35,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079003071&doi=10.1016%2fj.atmosenv.2020.117309&partnerID=40&md5=b402d4dfa253074864b05e78b7fda236,Article,Reg,unclear,MLP,Q1,Environmental & Agricultural Sciences,1378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.679,0.583,NA,NA
"Ensemble averaging based assessment of spatiotemporal variations in ambient PM2.5 concentrations over Delhi, India, during 2010–2016",Mandal S.; Madhipatla K.K.; Guttikunda S.; Kloog I.; Prabhakaran D.; Schwartz J.D.,2020,Atmospheric Environment,35,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079003071&doi=10.1016%2fj.atmosenv.2020.117309&partnerID=40&md5=b402d4dfa253074864b05e78b7fda236,Article,Reg,unclear,MLP,Q1,Environmental & Agricultural Sciences,2459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.571,0.527,NA,NA
"Ensemble averaging based assessment of spatiotemporal variations in ambient PM2.5 concentrations over Delhi, India, during 2010–2016",Mandal S.; Madhipatla K.K.; Guttikunda S.; Kloog I.; Prabhakaran D.; Schwartz J.D.,2020,Atmospheric Environment,35,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079003071&doi=10.1016%2fj.atmosenv.2020.117309&partnerID=40&md5=b402d4dfa253074864b05e78b7fda236,Article,Reg,unclear,MLP,Q1,Environmental & Agricultural Sciences,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.509,0.417,NA,NA
"Ensemble averaging based assessment of spatiotemporal variations in ambient PM2.5 concentrations over Delhi, India, during 2010–2016",Mandal S.; Madhipatla K.K.; Guttikunda S.; Kloog I.; Prabhakaran D.; Schwartz J.D.,2020,Atmospheric Environment,35,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079003071&doi=10.1016%2fj.atmosenv.2020.117309&partnerID=40&md5=b402d4dfa253074864b05e78b7fda236,Article,Reg,unclear,MLP,Q1,Environmental & Agricultural Sciences,2103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.569,0.675,NA,NA
"Ensemble averaging based assessment of spatiotemporal variations in ambient PM2.5 concentrations over Delhi, India, during 2010–2016",Mandal S.; Madhipatla K.K.; Guttikunda S.; Kloog I.; Prabhakaran D.; Schwartz J.D.,2020,Atmospheric Environment,35,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079003071&doi=10.1016%2fj.atmosenv.2020.117309&partnerID=40&md5=b402d4dfa253074864b05e78b7fda236,Article,Reg,unclear,MLP,Q1,Environmental & Agricultural Sciences,2585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.434,0.292,NA,NA
"Ensemble averaging based assessment of spatiotemporal variations in ambient PM2.5 concentrations over Delhi, India, during 2010–2016",Mandal S.; Madhipatla K.K.; Guttikunda S.; Kloog I.; Prabhakaran D.; Schwartz J.D.,2020,Atmospheric Environment,35,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079003071&doi=10.1016%2fj.atmosenv.2020.117309&partnerID=40&md5=b402d4dfa253074864b05e78b7fda236,Article,Reg,unclear,MLP,Q1,Environmental & Agricultural Sciences,3501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.681,0.555,NA,NA
"Ensemble averaging based assessment of spatiotemporal variations in ambient PM2.5 concentrations over Delhi, India, during 2010–2016",Mandal S.; Madhipatla K.K.; Guttikunda S.; Kloog I.; Prabhakaran D.; Schwartz J.D.,2020,Atmospheric Environment,35,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079003071&doi=10.1016%2fj.atmosenv.2020.117309&partnerID=40&md5=b402d4dfa253074864b05e78b7fda236,Article,Reg,unclear,MLP,Q1,Environmental & Agricultural Sciences,3181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.752,0.629,NA,NA
A comparison of predictive methods in modelling the distribution of periglacial landforms in Finnish Lapland,Marmion M.; Hjort J.; Thuiller W.; Luoto M.,2008,Earth Surface Processes and Landforms,61,https://www.scopus.com/inward/record.uri?eid=2-s2.0-75749130396&doi=10.1002%2fesp.1695&partnerID=40&md5=15fc9c1fb8a4d64120948b659aa1fad4,Article,Class,NN,MLP,Q1,Multidisciplinary & Other,2032,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.796,0.794
A comparison of predictive methods in modelling the distribution of periglacial landforms in Finnish Lapland,Marmion M.; Hjort J.; Thuiller W.; Luoto M.,2008,Earth Surface Processes and Landforms,61,https://www.scopus.com/inward/record.uri?eid=2-s2.0-75749130396&doi=10.1002%2fesp.1695&partnerID=40&md5=15fc9c1fb8a4d64120948b659aa1fad4,Article,Class,GAM,MLP,Q1,Multidisciplinary & Other,2032,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.793,0.825
Machine learning as a successful approach for predicting complex spatio–temporal patterns in animal species abundance; [Aprendizaje automático: Una buen método para predecir patrones espacio–temporales complejos en la abundan- cia de especies animales],Martín B.; González–arias J.; Vicente–vírseda J.A.,2021,Animal Biodiversity and Conservation,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115615016&doi=10.32800%2fabc.2021.44.0289&partnerID=40&md5=4ac5367141730720b529e756b27ab626,Article,Reg,unclear,MLP,Q2,Environmental & Agricultural Sciences,58901,11,NA,NA,NA,NA,NA,NA,NA,1.45,1.4,0.185,0.19,NA,NA
Quality assessment of resistance spot welding joints of AISI 304 stainless steel based on elastic nets,Martín Ó.; Ahedo V.; Santos J.I.; De Tiedra P.; Galán J.M.,2016,Materials Science and Engineering: A,24,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84985993503&doi=10.1016%2fj.msea.2016.08.112&partnerID=40&md5=77422bf196c6a5757f75b1479bfb93a7,Article,Reg,Both,MLP,Q1,Engineering & Computer Science,304,3,NA,NA,NA,NA,NA,NA,NA,0.307327187,0.293717551,NA,NA,NA,NA
Comprehensive and comparative analysis of gam-based pv power forecasting models using multidimensional tensor product splines against machine learning techniques,Matsumoto T.; Yamada Y.,2021,Energies,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118544875&doi=10.3390%2fen14217146&partnerID=40&md5=c7e91f05929cfb6e65a09b785e77d8ed,Article,Reg,GAM,MLP,Q1,Engineering & Computer Science,NA,NA,1,NA,NA,NA,NA,NA,NA,0.482,0.415,0.626,0.718,NA,NA
Comprehensive and comparative analysis of gam-based pv power forecasting models using multidimensional tensor product splines against machine learning techniques,Matsumoto T.; Yamada Y.,2021,Energies,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118544875&doi=10.3390%2fen14217146&partnerID=40&md5=c7e91f05929cfb6e65a09b785e77d8ed,Article,Reg,GAM,MLP,Q1,Engineering & Computer Science,NA,NA,1,NA,NA,NA,NA,NA,NA,0.47,0.422,0.681,0.754,NA,NA
Comprehensive and comparative analysis of gam-based pv power forecasting models using multidimensional tensor product splines against machine learning techniques,Matsumoto T.; Yamada Y.,2021,Energies,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118544875&doi=10.3390%2fen14217146&partnerID=40&md5=c7e91f05929cfb6e65a09b785e77d8ed,Article,Reg,GAM,MLP,Q1,Engineering & Computer Science,NA,NA,1,NA,NA,NA,NA,NA,NA,0.409,0.348,0.709,0.792,NA,NA
Comprehensive and comparative analysis of gam-based pv power forecasting models using multidimensional tensor product splines against machine learning techniques,Matsumoto T.; Yamada Y.,2021,Energies,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118544875&doi=10.3390%2fen14217146&partnerID=40&md5=c7e91f05929cfb6e65a09b785e77d8ed,Article,Reg,GAM,MLP,Q1,Engineering & Computer Science,NA,NA,1,NA,NA,NA,NA,NA,NA,0.381,0.345,0.742,0.79,NA,NA
Comprehensive and comparative analysis of gam-based pv power forecasting models using multidimensional tensor product splines against machine learning techniques,Matsumoto T.; Yamada Y.,2021,Energies,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118544875&doi=10.3390%2fen14217146&partnerID=40&md5=c7e91f05929cfb6e65a09b785e77d8ed,Article,Reg,GAM,MLP,Q1,Engineering & Computer Science,NA,NA,1,NA,NA,NA,NA,NA,NA,0.488,0.45,0.666,0.716,NA,NA
Comprehensive and comparative analysis of gam-based pv power forecasting models using multidimensional tensor product splines against machine learning techniques,Matsumoto T.; Yamada Y.,2021,Energies,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118544875&doi=10.3390%2fen14217146&partnerID=40&md5=c7e91f05929cfb6e65a09b785e77d8ed,Article,Reg,GAM,MLP,Q1,Engineering & Computer Science,NA,NA,1,NA,NA,NA,NA,NA,NA,0.454,0.43,0.715,0.766,NA,NA
Comprehensive and comparative analysis of gam-based pv power forecasting models using multidimensional tensor product splines against machine learning techniques,Matsumoto T.; Yamada Y.,2021,Energies,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118544875&doi=10.3390%2fen14217146&partnerID=40&md5=c7e91f05929cfb6e65a09b785e77d8ed,Article,Reg,GAM,MLP,Q1,Engineering & Computer Science,NA,NA,1,NA,NA,NA,NA,NA,NA,0.368,0.336,0.767,0.807,NA,NA
Comprehensive and comparative analysis of gam-based pv power forecasting models using multidimensional tensor product splines against machine learning techniques,Matsumoto T.; Yamada Y.,2021,Energies,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118544875&doi=10.3390%2fen14217146&partnerID=40&md5=c7e91f05929cfb6e65a09b785e77d8ed,Article,Reg,GAM,MLP,Q1,Engineering & Computer Science,NA,NA,1,NA,NA,NA,NA,NA,NA,0.408,0.379,0.725,0.759,NA,NA
Comprehensive and comparative analysis of gam-based pv power forecasting models using multidimensional tensor product splines against machine learning techniques,Matsumoto T.; Yamada Y.,2021,Energies,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118544875&doi=10.3390%2fen14217146&partnerID=40&md5=c7e91f05929cfb6e65a09b785e77d8ed,Article,Reg,GAM,MLP,Q1,Engineering & Computer Science,NA,NA,1,NA,NA,NA,NA,NA,NA,0.392,0.363,0.772,0.805,NA,NA
Comprehensive and comparative analysis of gam-based pv power forecasting models using multidimensional tensor product splines against machine learning techniques,Matsumoto T.; Yamada Y.,2021,Energies,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118544875&doi=10.3390%2fen14217146&partnerID=40&md5=c7e91f05929cfb6e65a09b785e77d8ed,Article,Reg,GAM,MLP,Q1,Engineering & Computer Science,NA,NA,1,NA,NA,NA,NA,NA,NA,0.258,0.253,0.923,0.926,NA,NA
Comparative analysis of statistical tools to identify recruitment- environment relationships and forecast recruitment strength,Megrey B.A.; Lee Y.-W.; MacKlin S.A.,2005,ICES Journal of Marine Science,51,https://www.scopus.com/inward/record.uri?eid=2-s2.0-27744512426&doi=10.1016%2fj.icesjms.2005.05.018&partnerID=40&md5=7d9f7c751ba84f2c3e49473cd13016ee,Conference paper,Reg,GAM,MLP,Q1,Environmental & Agricultural Sciences,89,3,1,2,NA,NA,NA,NA,3,11.05893304,9.640020747,NA,NA,NA,NA
